id,visitors
air_00a91d42b08b08d9_2017-04-23,2.0000000000000004
air_00a91d42b08b08d9_2017-04-24,23.62163192429408
air_00a91d42b08b08d9_2017-04-25,26.823130349121865
air_00a91d42b08b08d9_2017-04-26,27.60091952466038
air_00a91d42b08b08d9_2017-04-27,31.299646299634666
air_00a91d42b08b08d9_2017-04-28,35.00056559514776
air_00a91d42b08b08d9_2017-04-29,11.479219157437045
air_00a91d42b08b08d9_2017-04-30,2.0000000000000004
air_00a91d42b08b08d9_2017-05-01,23.62163192429408
air_00a91d42b08b08d9_2017-05-02,26.823130349121865
air_00a91d42b08b08d9_2017-05-03,27.60091952466038
air_00a91d42b08b08d9_2017-05-04,31.299646299634666
air_00a91d42b08b08d9_2017-05-05,35.00056559514776
air_00a91d42b08b08d9_2017-05-06,11.479219157437045
air_00a91d42b08b08d9_2017-05-07,2.0000000000000004
air_00a91d42b08b08d9_2017-05-08,23.62163192429408
air_00a91d42b08b08d9_2017-05-09,26.823130349121865
air_00a91d42b08b08d9_2017-05-10,27.60091952466038
air_00a91d42b08b08d9_2017-05-11,31.299646299634666
air_00a91d42b08b08d9_2017-05-12,35.00056559514776
air_00a91d42b08b08d9_2017-05-13,11.479219157437045
air_00a91d42b08b08d9_2017-05-14,2.0000000000000004
air_00a91d42b08b08d9_2017-05-15,23.62163192429408
air_00a91d42b08b08d9_2017-05-16,26.823130349121865
air_00a91d42b08b08d9_2017-05-17,27.60091952466038
air_00a91d42b08b08d9_2017-05-18,31.299646299634666
air_00a91d42b08b08d9_2017-05-19,35.00056559514776
air_00a91d42b08b08d9_2017-05-20,11.479219157437045
air_00a91d42b08b08d9_2017-05-21,2.0000000000000004
air_00a91d42b08b08d9_2017-05-22,23.62163192429408
air_00a91d42b08b08d9_2017-05-23,26.823130349121865
air_00a91d42b08b08d9_2017-05-24,27.60091952466038
air_00a91d42b08b08d9_2017-05-25,31.299646299634666
air_00a91d42b08b08d9_2017-05-26,35.00056559514776
air_00a91d42b08b08d9_2017-05-27,11.479219157437045
air_00a91d42b08b08d9_2017-05-28,2.0000000000000004
air_00a91d42b08b08d9_2017-05-29,23.62163192429408
air_00a91d42b08b08d9_2017-05-30,26.823130349121865
air_00a91d42b08b08d9_2017-05-31,27.60091952466038
air_0164b9927d20bcc3_2017-04-23,6.31729323675991
air_0164b9927d20bcc3_2017-04-24,6.166436045974531
air_0164b9927d20bcc3_2017-04-25,7.532530995484116
air_0164b9927d20bcc3_2017-04-26,8.48473297311797
air_0164b9927d20bcc3_2017-04-27,7.950393652466156
air_0164b9927d20bcc3_2017-04-28,9.067390384010583
air_0164b9927d20bcc3_2017-04-29,3.546532801786448
air_0164b9927d20bcc3_2017-04-30,6.31729323675991
air_0164b9927d20bcc3_2017-05-01,6.166436045974531
air_0164b9927d20bcc3_2017-05-02,7.532530995484116
air_0164b9927d20bcc3_2017-05-03,3.0
air_0164b9927d20bcc3_2017-05-04,3.0
air_0164b9927d20bcc3_2017-05-05,14.819347464283918
air_0164b9927d20bcc3_2017-05-06,3.546532801786448
air_0164b9927d20bcc3_2017-05-07,6.31729323675991
air_0164b9927d20bcc3_2017-05-08,6.166436045974531
air_0164b9927d20bcc3_2017-05-09,7.532530995484116
air_0164b9927d20bcc3_2017-05-10,8.48473297311797
air_0164b9927d20bcc3_2017-05-11,7.950393652466156
air_0164b9927d20bcc3_2017-05-12,9.067390384010583
air_0164b9927d20bcc3_2017-05-13,3.546532801786448
air_0164b9927d20bcc3_2017-05-14,6.31729323675991
air_0164b9927d20bcc3_2017-05-15,6.166436045974531
air_0164b9927d20bcc3_2017-05-16,7.532530995484116
air_0164b9927d20bcc3_2017-05-17,8.48473297311797
air_0164b9927d20bcc3_2017-05-18,7.950393652466156
air_0164b9927d20bcc3_2017-05-19,9.067390384010583
air_0164b9927d20bcc3_2017-05-20,3.546532801786448
air_0164b9927d20bcc3_2017-05-21,6.31729323675991
air_0164b9927d20bcc3_2017-05-22,6.166436045974531
air_0164b9927d20bcc3_2017-05-23,7.532530995484116
air_0164b9927d20bcc3_2017-05-24,8.48473297311797
air_0164b9927d20bcc3_2017-05-25,7.950393652466156
air_0164b9927d20bcc3_2017-05-26,9.067390384010583
air_0164b9927d20bcc3_2017-05-27,3.546532801786448
air_0164b9927d20bcc3_2017-05-28,6.31729323675991
air_0164b9927d20bcc3_2017-05-29,6.166436045974531
air_0164b9927d20bcc3_2017-05-30,7.532530995484116
air_0164b9927d20bcc3_2017-05-31,8.48473297311797
air_0241aa3964b7f861_2017-04-23,8.16451965696521
air_0241aa3964b7f861_2017-04-24,6.970963389988386
air_0241aa3964b7f861_2017-04-25,6.764659463994632
air_0241aa3964b7f861_2017-04-26,8.083269799343984
air_0241aa3964b7f861_2017-04-27,4.158995142946697
air_0241aa3964b7f861_2017-04-28,6.7705820719342285
air_0241aa3964b7f861_2017-04-29,9.947871239593372
air_0241aa3964b7f861_2017-04-30,8.16451965696521
air_0241aa3964b7f861_2017-05-01,6.970963389988386
air_0241aa3964b7f861_2017-05-02,6.764659463994632
air_0241aa3964b7f861_2017-05-03,19.891991564484467
air_0241aa3964b7f861_2017-05-04,1.0
air_0241aa3964b7f861_2017-05-05,6.010528204298701
air_0241aa3964b7f861_2017-05-06,9.947871239593372
air_0241aa3964b7f861_2017-05-07,8.16451965696521
air_0241aa3964b7f861_2017-05-08,6.970963389988386
air_0241aa3964b7f861_2017-05-09,6.764659463994632
air_0241aa3964b7f861_2017-05-10,8.083269799343984
air_0241aa3964b7f861_2017-05-11,4.158995142946697
air_0241aa3964b7f861_2017-05-12,6.7705820719342285
